scorer,,,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah
individuals,,,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup1,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup2,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup3,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup4,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup5,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup6,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup7,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup8,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup9,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup10,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup11,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12,pup12
bodyparts,,,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6,nose,nose,eyes,eyes,ears,ears,back1,back1,back2,back2,back3,back3,back4,back4,back5,back5,back6,back6
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,173-F13_05_08_2021__12_00,img001161.png,476.4791164029141,559.6774449239892,486.84146754614994,551.9354584376636,508.5190297078616,540.6202474191876,529.3628394787382,538.7145276687075,544.3703825137694,539.4291725751376,561.7600752369008,542.4068596852628,575.2192209746669,546.0991917018181,586.4153245087377,561.5831646744693,590.5840864629131,577.4244601003356,,,495.1789914545006,570.6353334892501,487.79432742139,584.9282316178512,493.74970164164046,603.6281066694377,510.78207191155684,614.8242102035085,531.1494517448134,618.1592197668488,558.1868507047504,622.2088742366191,573.6708236774018,634.3578376459301,581.0554877105124,652.5812827598965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img015819.png,484.8063982863366,585.5922099066385,455.9105288259313,580.2619038896705,431.0825244837383,589.9406174467965,424.2092351460691,615.4699778438537,432.7657790154124,648.85452605539,,,,,,,,,551.8560371313549,623.8862505022242,571.0731930346342,630.0581837850292,595.9011973768272,637.2120155446441,599.4079776511483,618.1351308523376,597.3039094865557,605.0899082318634,597.1636382755828,591.2030583455521,597.0233670646099,578.7189205689692,587.204382296511,564.9723418936308,578.6478384271677,558.3795949779071,,,,,388.86088998091304,560.9044767754183,378.7613627908684,578.9994629909149,371.8880734531992,595.691737096683,363.6120720058015,612.5242824134241,357.29986751202364,635.3884898019973,351.1279342292186,657.4110699247334,352.8111887608927,679.012836414551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img018134.png,558.0269977733486,623.9193335317842,575.6563820043528,627.5171670483157,593.6455495870102,628.2367337516221,604.7988334882579,615.2845330921086,603.1798084058187,600.3535239985031,602.4602417025123,585.0627315532442,599.5819748892872,574.4491226794764,596.703708076062,561.8567053716162,591.3069578012648,552.8621215802875,508.91657027269395,558.978438558391,531.5829214268422,561.8567053716162,546.1541471687947,569.2322640805057,551.2245295771593,585.0078775997232,550.4084956550787,597.4523949114523,553.1626101421008,607.85682741798,552.8565974213205,630.5017687557167,549.7964702135182,648.3525108012299,533.7818044926864,665.6932316454427,280.4541419729449,658.6384269663131,282.0731670553841,634.173159053899,290.16829246757993,611.1470245480975,,,,,,,,,,,,,304.73951820953243,586.5018649598569,280.99381700042466,589.7399151247351,262.4649743902875,598.7344989160639,251.85136551651965,618.1627999053338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img018953.png,505.9636562068458,554.5065505758961,527.0653681340374,548.9208033010513,546.9258028890413,560.4026171437879,549.5635168799403,581.349169424456,547.7016011216587,598.1064112489905,548.4773993542759,617.191047771377,548.0119204147055,640.4649947498973,539.4781398559148,659.3944716257604,524.7379734361854,672.1175626406847,557.786978145684,622.466475753175,578.4232111333052,625.5696686836444,599.5249230604968,633.3276510098178,600.921359879208,612.84657766872,600.921359879208,597.7960919559437,599.3697634139734,579.4872536661744,593.0082179065112,567.0744819442971,588.9740670969011,558.0752224459359,582.7676812359623,552.489475171091,505.9636562068458,477.85768519330304,513.7216385330191,469.3239046345123,530.7891996506006,472.7374168580286,536.6852662184924,487.787902570805,540.874576674626,502.9935479301048,543.9777696050954,515.7166389450292,,,,,,,,,,,335.28804503103123,665.4456978401756,354.52784119994124,675.0655959246305,384.318493332447,684.840653655609,405.4202052596387,685.461292241703,432.26282410819863,682.6684186042805,456.7780482589065,676.3068730968184,475.39720584172267,669.3246890032623,,,,,421.9262948207171,560.5059163346614,429.0796812749004,580.0836055776892,432.09163346613536,595.8963545816733,427.95019920318714,610.2031274900398,422.30278884462143,623.0039243027888,414.39641434262944,630.9102988047808,403.47808764940237,638.0636852589641,,,276.5996015936255,573.6832071713147,263.04581673306774,589.8724501992032,256.2689243027889,613.2150796812749,252.50398406374507,633.9222509960159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img021337.png,200.27828179314622,611.7449725373284,185.69708941251935,637.8774991415688,194.2185654791195,664.5781241502492,211.0721514775064,683.5147376315829,229.81939882402668,687.3020603278496,254.24763021494704,688.0595248671029,277.91839706661403,686.9233280582229,300.4529671094011,679.1593165308761,312.3830336026412,661.3588998584225,327.9110566573348,631.6284166927287,321.6619742084947,650.943762443689,325.07056463513476,680.4848794745694,346.84767013866843,686.7339619234095,371.08653539477547,686.3552296537829,395.5147667856958,682.5679069575161,426.7601790298963,676.1294583738627,446.6436231852966,656.8141126229025,450.4309458815633,635.7944716586221,482.6231887998305,636.1732039282488,499.85550706784403,645.6415106689155,525.0412029980178,657.0034787577158,554.9610522985249,660.0333369147291,567.4592171962051,656.4353803532758,576.7381578020586,642.990384781529,581.8510434420186,629.7347553445954,580.1467482286986,615.7216613684085,575.4125948583652,605.1171578188616,,,499.85550706784403,531.6430975112872,521.8219787061911,527.8557748150205,545.1140132882315,541.8688687912074,557.4228120510983,555.5032304977676,566.891118791765,568.5694937998878,573.7082996450451,575.3866746531679,,,,,,,395.8934990553225,578.9846312146212,387.75075525834905,567.4332969910078,,,,,,,,,,,,,,,279.8120584147474,613.4492677506485,269.9650194044539,599.4361737744616,253.67953181050706,594.5126542693149,239.8558039691335,592.2402606515548,221.67665502705324,597.9212446959549,,,,,,,,,,,,,,,289.09099902060086,596.5956817522615,292.8783217168676,582.0144893716347,300.4529671094011,565.350269508061,318.06401764704134,556.0713289022076,337.75809566762825,555.692596632581,402.52131377378925,571.9780842265278,414.64074640184276,562.8885097554877,448.3479183986166,555.692596632581,466.1483350710702,573.4930133050345,469.9356577673369,599.625539909275,465.20150439700353,618.1834211209818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img021834.png,201.11880751396814,613.0402394775356,184.5317368164296,642.7223659889203,189.59515839778348,666.468067198028,208.97584100227584,686.023350546705,229.4041280718759,688.293160221105,257.68944862978367,688.6423617094742,283.5303587691069,687.420156500182,300.29203021083003,683.2297386397512,311.64107858283006,667.5156716631358,,,324.386932908307,658.0872314771665,333.2915708617224,680.0869252444281,353.71985793132245,680.9599289653512,379.0369658380918,679.9123245002435,398.5922491867688,678.8647200351357,421.11574518658426,670.8330858026435,437.0044129073843,655.6428210585818,444.6868456515074,629.4527094308894,471.5753602559383,602.0403925939047,474.36897216289213,612.6910379891663,481.8768041628306,628.9289071983357,492.5274495580922,644.1191719423972,519.2413634183383,664.8966605003666,547.3520832320615,663.4998545468897,561.4947435110155,652.5000076632588,568.4787732784,638.0081458959356,569.1771762551386,623.6908848727971,280.0383438854145,643.2461682214741,267.11788881575296,622.1194781751356,243.02298611827595,594.5325605939663,,,,,,,,,,,,,400.8620588611688,583.7073144545201,392.65582388449184,576.3740831987662,380.60837253575335,567.6440459895355,,,,,,,,,,,,,,,309.0220674200608,593.3103553846739,312.5140823037531,579.8660980824585,307.6252614665839,566.5964415244277,298.54602276898385,552.802982733843,287.8953773737222,535.517509059566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img022117.png,307.15555212541267,620.6287357439638,304.30767740789827,649.4871995481099,321.7746423419866,675.4977886347414,341.1401904210845,685.7501376177933,,,,,,,,,,,,,,,441.3853804775915,632.7796678720254,422.58940734199643,641.5131503390695,398.47740140037456,649.107482919108,378.92199500677566,654.9930906686377,359.5564469276777,658.410540329655,,,,,,,497.3935832553748,620.6287357439638,497.7732998843767,651.1959243786184,526.4419053740216,667.9034560547029,542.0102871631004,666.9541644821983,552.8322110896552,662.207706619674,565.5527181612196,657.2713904426491,573.9064839992618,651.9553576366222,578.4630835472848,642.4624419115743,,,239.11967860941212,644.5059762202263,263.5008143718272,661.6915332332753,286.69433034065753,652.8193147753191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
