scorer,,,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah,Hannah
bodyparts,,,dam_nose,dam_nose,left_eye,left_eye,right_eye,right_eye,left_ear,left_ear,right_ear,right_ear,top_head_dam,top_head_dam,back_1_left,back_1_left,back_1_right,back_1_right,back_1_center,back_1_center,back_2,back_2,back_3,back_3,back_4,back_4,back_5,back_5,back_6,back_6,back_7,back_7,back_8,back_8,back_9,back_9,back_10,back_10,tail_base,tail_base,left_armpit,left_armpit,left_shoulder,left_shoulder,left_wrist,left_wrist,left_palm,left_palm,left_leg_front,left_leg_front,left_leg_behind,left_leg_behind,left_ankle,left_ankle,left_ventrum_side,left_ventrum_side,right_armpit,right_armpit,right_shoulder,right_shoulder,right_wrist,right_wrist,right_palm,right_palm,right_leg_front,right_leg_front,right_leg_behind,right_leg_behind,right_ankle,right_ankle,right_ventrum_side,right_ventrum_side,center_ventrum,center_ventrum,btwn_arms,btwn_arms,btwn_legs,btwn_legs
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,173-F13_05_08_2021__12_00,img001161.png,,,,,,,204.6892430278885,614.344561752988,171.93426294820722,576.3186653386454,184.73505976095623,593.637390438247,306.7191235059761,469.01786852589646,,,288.64741035856576,461.8644820717132,315.97913756932087,446.065391816521,344.65606066829304,429.9316796256089,371.0999002075619,412.11958652462084,399.6163417130702,395.05844732970803,427.6472701547199,378.45113680366694,456.22505480073363,362.0935657370518,490.0321823071606,364.4615574126977,520.4842108457598,382.90030600952446,546.0722183979384,407.17574429435297,,,441.50398406374495,550.7170717131474,370.72310756972104,505.53778884462156,421.9262948207171,630.157310756972,433.9741035856573,644.4640836653386,528.8505976095616,519.844561752988,566.8764940239042,479.55970119521913,558.4757180948363,517.1667282046837,488.1892430278883,530.7628884462151,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img007499.png,208.5413152821667,652.291653123321,215.9324389088298,575.2809134003471,,,233.33734293290752,507.568684046401,213.54820548087395,434.6111411509521,215.69401556603424,465.12932902878697,331.5677601646884,395.032866246885,,,321.7924031100695,387.40331927742636,351.1570898579384,370.1721673918874,379.07189298726223,350.1717664130362,407.0305210971788,333.27786275368913,439.1321016754434,322.29132722800864,478.82745851533343,319.03383458137523,515.1464838976804,326.4413929203447,543.4524930298593,343.72729655897757,565.6905607878699,372.13479113775713,581.30508816746,406.47231279239213,,,397.37260277626984,539.7558353238051,365.4238748416615,453.92343191739445,304.8643457715829,610.5675681340937,265.52449421031145,641.324179354724,558.3083591632897,522.589354642523,588.3497003555333,488.0179699371631,576.6669565585496,525.4504347560699,474.1449191564481,539.5174119810094,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img011864.png,212.99451750834913,652.6471338454646,222.5688530054045,587.2918871916519,,,236.93035625098753,518.1901614302957,194.0539842424352,465.5313161964911,211.745691139168,493.00549631847616,343.9131485441715,419.11660280859223,,,327.05399256022616,403.92254865022176,358.76094320663174,392.67480044709566,388.6627601064955,377.26429768003237,418.5764168033714,359.5975234247873,446.49180502323765,346.0602602114958,477.52925916605705,336.2860978667395,511.7054009928212,335.2370983452593,545.215575232515,349.1989478954404,570.158859094154,374.36699124626824,589.0993923600678,401.8411713682532,,,381.5860773478024,574.17921031525,374.09311913271563,491.9648076774919,299.16353698184747,643.2809360766062,254.41392541952342,676.7911103163,549.630307347517,542.7392035432002,590.7702037568561,489.04332319759015,,,482.74101325147444,560.8583957106512,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img015819.png,,,,,,,235.33728966109337,409.51443040020405,279.10378845808145,357.3715681970939,257.9534708576231,381.8724311600011,372.50024043634306,379.77834030847055,384.6459673752201,341.875295895768,381.29542201277127,358.62802270801217,411.7896886434755,349.99176073486683,443.05756070923735,337.7806419987746,476.0390144060695,330.47420407217703,508.0150013777374,326.94321994434654,541.9065279079564,328.32773626637425,571.5496167743639,341.421844988484,593.0080071025078,365.55583888655184,606.3886693902042,395.54384980689434,616.33872685296,427.5651900044343,,,366.0085587965984,540.1856995357091,371.87201318088387,454.7467927932635,333.7595596830283,569.5029714571366,326.8490598729775,610.965970317441,535.6772682235746,554.930131242855,604.4960840035241,506.69088351473476,,,473.2260103949615,553.1690628151985,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img018134.png,495.90258122401946,607.0691718864232,484.06111307002624,499.54864104816573,425.5642603893003,538.8623153194228,469.85135128523456,423.7632448626098,359.4888680900188,480.3654626386969,418.45937949690443,447.20935180751616,378.19838777332785,354.13541211713033,293.65030515381704,384.9232293175124,342.9882767986362,362.9540519203615,335.57522923250116,337.0031432442298,330.16888784461236,310.98768261745346,317.79003877102673,287.7791995791515,281.5453773778123,299.4918996424524,246.16486050787023,320.3987571933676,225.29008587829867,345.8115263076286,207.13810793954076,371.22429542188974,191.70892669159656,404.80545460859184,179.002542134466,442.92460827998343,,,,,450.9050022388456,386.58103485907145,,,,,,,,,,,429.25024799266725,340.3659329260012,289.38737661837956,571.5447674244439,256.2312657871988,477.7603396448184,412.06498669374815,598.5433148155481,431.0113357401371,608.2533187018225,251.0210197994419,567.5186682520862,191.8136790294763,562.545251627409,228.9958890330147,602.095755261746,272.8093212027892,569.1764737936452,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img018953.png,302.32819514182813,610.2391978126299,366.9826297325542,541.8111580901493,303.08291616817894,513.6349064397161,415.03320174356077,477.9114445257741,317.6741893442961,419.7979254967557,370.75623486430857,455.0182400597971,400.19035489199325,329.73454968554967,311.38484745803873,343.3195281598656,351.4286031172819,331.8342216144441,342.0736995540592,313.64933247022236,330.84602387423945,290.6358808869977,311.8692932911274,281.580478937815,285.8595782773027,290.99847963852346,261.34907783682416,309.6264599732872,228.99521725539245,334.13696041376573,206.44555685015217,360.60830088948256,188.79799653300762,409.62930177043967,179.97421637443534,452.76778254568194,,,,,464.34164213181873,359.67181706413487,,,,,,,,,,,428.4664398475777,319.89738704409365,286.2274799130091,527.974605940383,257.7996545871257,419.54635182130534,,,380.5676082068702,599.6731034437174,261.57325971888014,562.9433468279742,197.17039880360431,554.1382681872137,226.85609250673923,604.2014296018227,275.40981186864644,545.0816158710031,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img021337.png,,,,,,,,,611.1241262334523,183.68848191585747,598.4669310532927,169.94638429168424,,,577.2082008897854,166.56726973509154,572.4473220015757,160.12732714539877,553.2367845566811,161.2250721422499,534.5751196102119,162.32281713910103,515.63901841453,163.9694346343777,495.87960847120985,168.08597837256943,477.49237977395353,174.1235758552506,464.8683123101656,185.3754620729746,457.00117730439337,203.72837400433033,454.2745697389447,225.12679218863624,456.05663002727067,241.6817401636893,,,,,,,,,,,,,,,,,,,588.2206301931635,252.03733588871904,582.6755732570937,203.69890477210973,,,,,507.21458104014243,289.2856531331886,462.3719466875772,270.9628563009576,,,561.3391585248247,280.3653441490761,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img021834.png,350.76892430278883,530.0099003984064,337.9681274900398,489.72503984063746,,,356.792828685259,423.4620916334662,404.23107569721105,382.8007370517929,386.1593625498008,399.7429681274901,463.8261590063231,381.58607388984973,492.33067729083655,351.1752390438248,480.3680496161264,362.85847700585543,516.7724886680925,361.8199589148826,555.6217078286471,345.11811131399384,597.6280532308491,325.2542211837727,641.6778540276619,311.0513637611446,689.0615775658872,305.46783436644284,737.247700579167,313.2319579888546,779.4124655256006,331.91440830449335,819.2688743165958,355.614797414961,852.6090459944833,386.0656667828603,888.1230007255672,407.94065556315644,476.51792828685257,533.0218525896414,461.8346613545816,456.59356573705185,374.86454183266926,545.0696613545817,356.792828685259,564.6473505976096,732.1573705179281,559.7529282868526,836.4462151394421,525.1154780876494,,,604.9023904382469,551.4700597609562,,,,,,,,,,,,,,,,,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img022117.png,637.2808764940238,528.8804183266932,,,606.7848605577688,489.72503984063746,556.711155378486,404.2608964143427,571.3944223107569,463.7469521912351,561.6055776892429,426.09754980079686,461.0816733067728,370.75292828685264,434.7270916334661,429.10950199203194,448.65737051792826,395.4192484630871,420.6106048554716,370.704694969037,388.1971939804299,340.128407821532,350.0845889680005,319.7017808131891,304.48755861206655,315.50898007900196,262.3294978544433,326.29360027281257,228.01479723777334,346.88242064281457,198.602196709199,378.2558612066271,176.0525363039588,418.45308192901194,166.24833612776735,456.6894626161585,,,,,,,,,,,,,,,,,,,404.98406374501985,611.332609561753,391.43027888446215,507.0437649402391,548.804780876494,566.5298207171315,574.4063745019919,565.023844621514,249.11553784860558,596.2728486055777,164.02788844621523,566.1533266932271,197.53585657370525,645.5935657370518,329.6852589641434,598.531812749004,,,,,,
labeled-data,173-F13_05_08_2021__12_00,img022713.png,,,,,,,,,553.6992031872509,475.7947609561753,534.8745019920318,436.2628884462152,452.7988047808765,373.7648804780877,465.97609561752984,424.5915737051793,457.6932270916334,396.35452191235066,419.510590845858,379.5613528907475,382.3944223107569,353.43420318725106,344.97245189012915,332.04473596307895,297.93711107492845,321.82743957479136,249.6487717039427,322.48332331137533,208.07768924302792,342.1393824701196,168.20917616300562,384.13838131234195,140.75741566966963,430.21812214044166,139.77699565205046,484.1412231094945,,,,,,,,,,,,,,,,,,,429.0796812749004,595.1433665338645,436.5124574417631,501.29925027044857,471.2620439625049,617.10548408821,,,239.70318725099605,591.0019322709163,157.25099601593632,566.1533266932271,203.18326693227095,639.9461553784861,329.30876494023903,579.7071115537849,,,,,,
